base_price,discount_percentage,quantity,manufacturer,product_id,category,sku,taxless_price,unit_discount_amount,min_price,_id,discount_amount,created_on,product_name,price,taxful_price,base_unit_price,customer_id,basket_date,basket_count,product_category,product_color
32.99,0,1,Tigress Enterprises,42572213,Women's Clothing,ZO0050100501,32.99,0.0,16.5,sold_product_574607_8567,0.0,2016-12-18 22:16:19,Jersey dress - cognac,32.99,32.99,32.99,36608502,2019-06-18,2,Jersey dress,cognac
32.99,0,1,Tigress Enterprises,42572213,Women's Clothing,ZO0050100501,32.99,0.0,16.5,sold_product_574607_8567,0.0,2016-12-18 22:16:19,Jersey dress - cognac,32.99,32.99,32.99,35769672,2019-06-13,2,Jersey dress,cognac
49.99,0,1,Gnomehouse,40664206,Women's Shoes,ZO0323303233,49.99,0.0,23.5,sold_product_565237_15847,0.0,2016-12-11 22:42:14,Lace-ups - platino,49.99,49.99,49.99,34842537,2019-05-28,2,Lace-ups,platino
24.99,0,1,Pyramidustries,37181486,Women's Clothing,ZO0172101721,24.99,0.0,12.99,sold_product_565237_9482,0.0,2016-12-11 22:42:14,Blouse - off white,24.99,24.99,24.99,1319765,2019-05-28,2,Blouse,off white
32.99,0,1,Microlutions,31254762,Men's Clothing,ZO0123001230,32.99,0.0,17.81,sold_product_566580_16718,0.0,2016-12-12 22:35:02,Tracksuit top - black,32.99,32.99,32.99,16146606,2019-05-28,2,Tracksuit top,black
16.99,0,1,Elitelligence,42054809,Men's Clothing,ZO0552305523,16.99,0.0,8.83,sold_product_583741_15226,0.0,2016-12-25 17:05:17,Long sleeved top - black,16.99,16.99,16.99,4714215,2019-05-28,2,Long sleeved top,black
84.99,0,1,Angeldale,42656227,Men's Shoes,ZO0690306903,84.99,0.0,46.74,sold_product_585844_21928,0.0,2016-12-27 06:41:46,Lace-up boots - black,84.99,84.99,84.99,1237404,2019-05-28,2,Lace-up boots,black
41.99,0,1,Elitelligence,49261258,Men's Shoes,ZO0521005210,41.99,0.0,20.16,sold_product_565090_1424,0.0,2016-12-11 20:22:34,Lace-up boots - black,41.99,41.99,41.99,1751135,2019-05-28,2,Lace-up boots,black
41.99,0,1,Microlutions,46200701,Men's Accessories,ZO0127001270,41.99,0.0,23.09,sold_product_583806_18965,0.0,2016-12-25 18:08:38,Watch - black,41.99,41.99,41.99,18490110,2019-05-28,2,Watch,black
11.99,0,1,Elitelligence,42712498,Men's Clothing,ZO0561205612,11.99,0.0,5.76,sold_product_551355_23405,0.0,2016-12-01 17:21:07,Basic T-shirt - blue,11.99,11.99,11.99,17721015,2019-05-28,2,Basic T-shirt,blue
11.99,0,1,Elitelligence,42712498,Men's Clothing,ZO0561205612,11.99,0.0,5.76,sold_product_551355_23405,0.0,2016-12-01 17:21:07,Basic T-shirt - blue,11.99,11.99,11.99,21251142,2019-05-28,3,Basic T-shirt,blue
10.99,0,1,Spritechnologies,49237141,Men's Clothing,ZO0616806168,10.99,0.0,6.04,sold_product_562211_17044,0.0,2016-12-09 17:25:26,Sports shirt - bright white,10.99,10.99,10.99,15001152,2019-05-28,2,Sports shirt,bright white
74.99,0,1,Angeldale,3443721,Men's Shoes,ZO0682806828,74.99,0.0,40.49,sold_product_583550_18741,0.0,2016-12-25 13:49:26,Lace-ups - black,74.99,74.99,74.99,11002031,2019-05-28,2,Lace-ups,black
49.99,0,1,Low Tide Media,3320807,Men's Shoes,ZO0403104031,49.99,0.0,25.99,sold_product_579751_24268,0.0,2016-12-22 19:39:22,Boots - Gold,49.99,49.99,49.99,9829440,2019-05-28,2,Boots,Gold
11.99,0,1,Tigress Enterprises,49622984,Women's Shoes,ZO0001000010,11.99,0.0,5.52,sold_product_583357_12145,0.0,2016-12-25 10:29:17,Ballet pumps - offwhite,11.99,11.99,11.99,7091748,2019-05-28,2,Ballet pumps,offwhite
28.99,0,1,Microlutions,1207393,Men's Clothing,ZO0122001220,28.99,0.0,13.63,sold_product_572840_24195,0.0,2016-12-17 13:59:31,Jumper - dark grey,28.99,28.99,28.99,20415020,2019-05-28,2,Jumper,dark grey
41.99,0,1,Spritechnologies,46705490,Men's Clothing,ZO0627006270,41.99,0.0,22.67,sold_product_572621_14481,0.0,2016-12-17 10:03:22,Sherpa - Wool - grey,41.99,41.99,41.99,21003257,2019-05-28,2,Sherpa,Wool - grey
22.99,0,1,Low Tide Media,39193638,Men's Clothing,ZO0415204152,22.99,0.0,12.41,sold_product_554501_13995,0.0,2016-12-04 01:13:26,Shirt - lilac ,22.99,22.99,22.99,12225055,2019-05-28,2,Shirt,lilac 
59.99,0,1,Microlutions,43916238,Men's Clothing,ZO0115501155,59.99,0.0,27.01,sold_product_586766_20191,0.0,2016-12-27 23:35:31,Bomber Jacket - oliv,59.99,59.99,59.99,35677973,2019-05-28,2,Bomber Jacket,oliv
28.99,0,1,Gnomehouse,46008250,Women's Accessories,ZO0358103581,28.99,0.0,13.63,sold_product_590683_17199,0.0,2016-12-30 21:53:17,Handbag - blue,28.99,28.99,28.99,18183886,2019-05-28,2,Handbag,blue
28.99,0,1,Gnomehouse,46008250,Women's Accessories,ZO0358103581,28.99,0.0,13.63,sold_product_590683_17199,0.0,2016-12-30 21:53:17,Handbag - blue,28.99,28.99,28.99,14342422,2019-05-31,2,Handbag,blue
59.99,0,1,Low Tide Media,46211255,Men's Clothing,ZO0424004240,59.99,0.0,29.4,sold_product_550659_11932,0.0,2016-12-01 05:00:58,Suit jacket - light grey,59.99,59.99,59.99,10315252,2019-05-28,2,Suit jacket,light grey
10.99,0,1,Spritechnologies,42197642,Men's Clothing,ZO0614706147,10.99,0.0,5.71,sold_product_550659_11440,0.0,2016-12-01 05:00:58,Sports shirt - dark grey,10.99,10.99,10.99,21216351,2019-05-28,2,Sports shirt,dark grey
59.99,0,1,Low Tide Media,44326398,Men's Shoes,ZO0401104011,59.99,0.0,31.19,sold_product_561586_1557,0.0,2016-12-09 06:24:29,Lace-up boots - brown,59.99,59.99,59.99,40638061,2019-05-28,3,Lace-up boots,brown
16.99,0,1,Elitelligence,36433289,Men's Accessories,ZO0609306093,16.99,0.0,8.49,sold_product_580333_16803,0.0,2016-12-23 06:00:00,Rucksack - grey/black,16.99,16.99,16.99,30739733,2019-05-28,2,Rucksack,grey/black
30.99,0,1,Pyramidustries,35641401,Women's Accessories,ZO0197301973,30.99,0.0,15.49,sold_product_567177_12365,0.0,2016-12-13 09:27:22,Rucksack - grey ,30.99,30.99,30.99,33252279,2019-05-28,2,Rucksack,grey 
24.99,0,1,Pyramidustries,49550986,Women's Clothing,ZO0180401804,24.99,0.0,12.25,sold_product_567177_23200,0.0,2016-12-13 09:27:22,Bomber Jacket - black,24.99,24.99,24.99,41278626,2019-05-28,2,Bomber Jacket,black
10.99,0,1,Pyramidustries,34919344,Women's Accessories,ZO0190701907,10.99,0.0,5.93,sold_product_565948_18390,0.0,2016-12-12 11:03:50,Wallet - black,10.99,10.99,10.99,9656203,2019-05-28,4,Wallet,black
22.99,0,1,Spherecords,50900566,Women's Clothing,ZO0654806548,22.99,0.0,10.58,sold_product_728544_24310,0.0,2016-12-26 16:22:05,Jumper - light grey multicolor,22.99,22.99,22.99,33333394,2019-05-28,2,Jumper,light grey multicolor
64.99,0,1,Oceanavigations,31704053,Women's Shoes,ZO0238802388,64.99,0.0,29.9,sold_product_565998_15531,0.0,2016-12-12 11:51:22,Classic heels - black,64.99,64.99,64.99,21569108,2019-05-28,2,Classic heels,black
64.99,0,1,Oceanavigations,31704053,Women's Shoes,ZO0238802388,64.99,0.0,29.9,sold_product_565998_15531,0.0,2016-12-12 11:51:22,Classic heels - black,64.99,64.99,64.99,34047346,2019-05-29,3,Classic heels,black
22.99,0,1,Elitelligence,45637581,Men's Clothing,ZO0541705417,22.99,0.0,10.58,sold_product_585740_16735,0.0,2016-12-27 04:49:26,Hoodie - red/dark grey,22.99,22.99,22.99,13362834,2019-05-28,2,Hoodie,red/dark grey
22.99,0,1,Elitelligence,45637581,Men's Clothing,ZO0541705417,22.99,0.0,10.58,sold_product_585740_16735,0.0,2016-12-27 04:49:26,Hoodie - red/dark grey,22.99,22.99,22.99,36915399,2019-05-25,2,Hoodie,red/dark grey
10.99,0,1,Low Tide Media,40597564,Men's Clothing,ZO0436504365,10.99,0.0,5.6,sold_product_585819_18282,0.0,2016-12-27 06:21:36,Long sleeved top - dark blue,10.99,10.99,10.99,35641465,2019-05-28,2,Long sleeved top,dark blue
24.99,0,1,Pyramidustries,31447490,Women's Clothing,ZO0180601806,24.99,0.0,12.99,sold_product_564994_16814,0.0,2016-12-11 18:40:19,Sweatshirt - light grey multicolor,24.99,24.99,24.99,26046771,2019-05-28,2,Sweatshirt,light grey multicolor
10.99,0,1,Pyramidustries,3169389,Women's Accessories,ZO0190601906,10.99,0.0,5.71,sold_product_574399_24586,0.0,2016-12-18 18:40:19,Wallet - Blue Violety,10.99,10.99,10.99,24473511,2019-05-28,2,Wallet,Blue Violety
32.99,0,1,Low Tide Media,37567190,Men's Clothing,ZO0449304493,32.99,0.0,16.17,sold_product_587892_17487,0.0,2016-12-28 19:53:46,Jumper - bordeaux,32.99,32.99,32.99,40396326,2019-05-28,3,Jumper,bordeaux
32.99,0,1,Low Tide Media,37567190,Men's Clothing,ZO0449304493,32.99,0.0,16.17,sold_product_587892_17487,0.0,2016-12-28 19:53:46,Jumper - bordeaux,32.99,32.99,32.99,32288305,2019-06-07,2,Jumper,bordeaux
32.99,0,1,Low Tide Media,37567190,Men's Clothing,ZO0449304493,32.99,0.0,16.17,sold_product_587892_17487,0.0,2016-12-28 19:53:46,Jumper - bordeaux,32.99,32.99,32.99,35230544,2019-05-26,2,Jumper,bordeaux
32.99,0,1,Low Tide Media,37567190,Men's Clothing,ZO0449304493,32.99,0.0,16.17,sold_product_587892_17487,0.0,2016-12-28 19:53:46,Jumper - bordeaux,32.99,32.99,32.99,32261316,2019-06-04,2,Jumper,bordeaux
32.99,0,1,Low Tide Media,37567190,Men's Clothing,ZO0449304493,32.99,0.0,16.17,sold_product_587892_17487,0.0,2016-12-28 19:53:46,Jumper - bordeaux,32.99,32.99,32.99,11174253,2019-05-26,2,Jumper,bordeaux
28.99,0,1,Oceanavigations,38900210,Men's Clothing,ZO0300103001,28.99,0.0,13.05,sold_product_569637_19725,0.0,2016-12-15 05:24:00,Sweatshirt - grey multicolor,28.99,28.99,28.99,28565405,2019-05-28,2,Sweatshirt,grey multicolor
28.99,0,1,Oceanavigations,38900210,Men's Clothing,ZO0300103001,28.99,0.0,13.05,sold_product_569637_19725,0.0,2016-12-15 05:24:00,Sweatshirt - grey multicolor,28.99,28.99,28.99,36142665,2019-06-02,3,Sweatshirt,grey multicolor
64.99,0,1,Angeldale,31290348,Men's Shoes,ZO0688106881,64.99,0.0,31.2,sold_product_569637_691,0.0,2016-12-15 05:24:00,Lace-up boots - black,64.99,64.99,64.99,35731651,2019-05-28,3,Lace-up boots,black
59.99,0,1,Elitelligence,33201097,Men's Clothing,ZO0543905439,59.99,0.0,28.2,sold_product_581557_6311,0.0,2016-12-24 03:59:02,Short coat - black,59.99,59.99,59.99,18720230,2019-05-28,2,Short coat,black
32.99,0,1,Gnomehouse,6019666,Women's Clothing,ZO0331403314,32.99,0.0,16.5,sold_product_590456_21034,0.0,2016-12-30 17:31:12,A-line skirt - navy blazer,32.99,32.99,32.99,21742641,2019-05-28,2,A-line skirt,navy blazer
32.99,0,1,Gnomehouse,6019666,Women's Clothing,ZO0331403314,32.99,0.0,16.5,sold_product_590456_21034,0.0,2016-12-30 17:31:12,A-line skirt - navy blazer,32.99,32.99,32.99,23850208,2019-05-23,2,A-line skirt,navy blazer
64.99,0,1,Low Tide Media,47380218,Men's Shoes,ZO0405704057,64.99,0.0,30.55,sold_product_564649_1961,0.0,2016-12-11 12:40:19,Lace-up boots - dark blue,64.99,64.99,64.99,7212428,2019-05-28,2,Lace-up boots,dark blue
22.99,0,1,Low Tide Media,36367669,Men's Clothing,ZO0411704117,22.99,0.0,11.27,sold_product_564649_6945,0.0,2016-12-11 12:40:19,Shirt - navy,22.99,22.99,22.99,1462326,2019-05-28,2,Shirt,navy
41.99,0,1,Oceanavigations,34635102,Men's Clothing,ZO0288002880,41.99,0.0,21.83,sold_product_561657_23055,0.0,2016-12-09 07:33:36,Waistcoat - black,41.99,41.99,41.99,4977551,2019-05-28,5,Waistcoat,black
41.99,0,1,Oceanavigations,34635102,Men's Clothing,ZO0288002880,41.99,0.0,21.83,sold_product_561657_23055,0.0,2016-12-09 07:33:36,Waistcoat - black,41.99,41.99,41.99,20904946,2019-05-25,2,Waistcoat,black
10.99,0,1,Tigress Enterprises,50449419,Women's Accessories,ZO0081400814,10.99,0.0,5.5,sold_product_571572_12768,0.0,2016-12-16 15:40:19,Snood - nude,10.99,10.99,10.99,37508736,2019-05-28,2,Snood,nude
13.99,0,1,Pyramidustries,46025868,Women's Clothing,ZO0161401614,13.99,0.0,7.27,sold_product_552907_17597,0.0,2016-12-02 21:04:19,Print T-shirt - rose,13.99,13.99,13.99,2752648,2019-05-28,2,Print T-shirt,rose
59.99,0,1,Angeldale,31651829,Women's Shoes,ZO0670406704,59.99,0.0,29.4,sold_product_561808_23716,0.0,2016-12-09 10:00:29,Espadrilles - gold,59.99,59.99,59.99,14779229,2019-05-28,2,Espadrilles,gold
24.99,0,1,Tigress Enterprises,37072652,Women's Accessories,ZO0093600936,24.99,0.0,11.75,sold_product_564510_15201,0.0,2016-12-11 10:14:53,Handbag - black,24.99,24.99,24.99,28150351,2019-05-28,2,Handbag,black
28.99,0,1,Pyramidustries,14838459,Women's Clothing,ZO0145301453,28.99,0.0,14.78,sold_product_573282_10898,0.0,2016-12-17 22:19:12,Jumpsuit - black,28.99,28.99,28.99,16727337,2019-05-28,3,Jumpsuit,black
59.99,0,1,Low Tide Media,42882267,Men's Shoes,ZO0394303943,59.99,0.0,27.01,sold_product_563442_23887,0.0,2016-12-10 15:44:38,Casual lace-ups - blue,59.99,59.99,59.99,8580713,2019-05-28,3,Casual lace-ups,blue
89.99,0,1,Oceanavigations,39761965,Men's Clothing,ZO0290802908,89.99,0.0,42.3,sold_product_558089_2708,0.0,2016-12-06 16:30:43,Classic coat - black,89.99,89.99,89.99,14782014,2019-05-28,2,Classic coat,black
32.99,0,1,Gnomehouse,3427040,Women's Clothing,ZO0331503315,32.99,0.0,17.48,sold_product_574217_21311,0.0,2016-12-18 15:08:38,A-line skirt - black/white,32.99,32.99,32.99,13830223,2019-05-28,2,A-line skirt,black/white
11.99,0,1,Pyramidustries,41880635,Women's Accessories,ZO0200802008,11.99,0.0,6.23,sold_product_574217_13630,0.0,2016-12-18 15:08:38,Across body bag - silver ,11.99,11.99,11.99,36251234,2019-05-28,2,Across body bag,silver 
24.99,0,1,Pyramidustries,37312218,Women's Shoes,ZO0134501345,24.99,0.0,12.99,sold_product_577052_15155,0.0,2016-12-20 18:25:55,High heels - red,24.99,24.99,24.99,21642527,2019-05-28,3,High heels,red
25.99,0,1,Pyramidustries,49581998,Women's Accessories,ZO0202402024,25.99,0.0,12.22,sold_product_577052_12059,0.0,2016-12-20 18:25:55,Tote bag - black/red,25.99,25.99,25.99,42050292,2019-05-28,3,Tote bag,black/red
59.99,0,1,Oceanavigations,39943662,Men's Shoes,ZO0254602546,59.99,0.0,27.6,sold_product_582604_1142,0.0,2016-12-24 21:18:43,Trainers - smoke/perla,59.99,59.99,59.99,11501530,2019-05-28,2,Trainers,smoke/perla
16.99,0,1,Elitelligence,49623332,Men's Clothing,ZO0532505325,16.99,0.0,8.83,sold_product_582604_20494,0.0,2016-12-24 21:18:43,Shorts - black,16.99,16.99,16.99,5806549,2019-05-28,2,Shorts,black
64.99,0,1,Angeldale,32071890,Women's Accessories,ZO0697106971,64.99,0.0,34.44,sold_product_564819_20865,0.0,2016-12-11 15:34:34,Handbag - black,64.99,64.99,64.99,11275643,2019-05-28,2,Handbag,black
64.99,0,1,Angeldale,32071890,Women's Accessories,ZO0697106971,64.99,0.0,34.44,sold_product_564819_20865,0.0,2016-12-11 15:34:34,Handbag - black,64.99,64.99,64.99,11648916,2019-06-04,2,Handbag,black
24.99,0,1,Pyramidustries,46843184,Women's Clothing,ZO0154501545,24.99,0.0,11.75,sold_product_589631_14951,0.0,2016-12-30 03:18:43,Jersey dress - black,24.99,24.99,24.99,7793181,2019-05-28,2,Jersey dress,black
32.99,0,1,Tigress Enterprises,31185436,Women's Shoes,ZO0011700117,32.99,0.0,16.82,sold_product_554725_23941,0.0,2016-12-04 05:06:43,Wedge boots - black,32.99,32.99,32.99,35698111,2019-05-28,2,Wedge boots,black
24.99,0,1,Tigress Enterprises,35737545,Women's Clothing,ZO0100201002,24.99,0.0,11.25,sold_product_554725_23416,0.0,2016-12-04 05:06:43,Dressing gown - black,24.99,24.99,24.99,32506284,2019-05-28,2,Dressing gown,black
24.99,0,1,Tigress Enterprises,35737545,Women's Clothing,ZO0100201002,24.99,0.0,11.25,sold_product_554725_23416,0.0,2016-12-04 05:06:43,Dressing gown - black,24.99,24.99,24.99,23043803,2019-06-12,2,Dressing gown,black
20.99,0,1,Elitelligence,48122945,Men's Shoes,ZO0515205152,20.99,0.0,10.7,sold_product_713406_17897,0.0,2016-12-28 02:25:26,Trainers - grey,20.99,20.99,20.99,12344706,2019-05-28,2,Trainers,grey
109.99,0,1,Spritechnologies,42828975,Men's Clothing,ZO0625106251,109.99,0.0,56.09,sold_product_554637_18698,0.0,2016-12-04 03:37:26,Ski jacket - black,109.99,109.99,109.99,11312297,2019-05-29,2,Ski jacket,black
32.99,0,1,Low Tide Media,31509028,Men's Clothing,ZO0418304183,32.99,0.0,15.84,sold_product_554637_16339,0.0,2016-12-04 03:37:26,Shirt - dark blue,32.99,32.99,32.99,38861989,2019-05-29,2,Shirt,dark blue
32.99,0,1,Pyramidustries,42622154,Women's Shoes,ZO0144901449,32.99,0.0,17.15,sold_product_729564_18312,0.0,2016-12-27 02:05:17,Boots - cognac,32.99,32.99,32.99,31761053,2019-05-28,2,Boots,cognac
13.99,0,1,Pyramidustries,48598240,Women's Clothing,ZO0167801678,13.99,0.0,7.55,sold_product_555153_24962,0.0,2016-12-04 12:37:26,Long sleeved top - dark grey multicolor,13.99,13.99,13.99,41791769,2019-05-27,2,Long sleeved top,dark grey multicolor
41.99,0,1,Tigress Enterprises,35782248,Women's Clothing,ZO0041400414,41.99,0.0,22.67,sold_product_555153_22423,0.0,2016-12-04 12:37:26,Jersey dress - black/yellow,41.99,41.99,41.99,24501252,2019-05-27,2,Jersey dress,black/yellow
41.99,0,1,Low Tide Media,40977398,Men's Accessories,ZO0465504655,41.99,0.0,20.58,sold_product_553474_19144,0.0,2016-12-03 07:09:07,Rucksack - navy,41.99,41.99,41.99,16355904,2019-05-27,2,Rucksack,navy
74.99,0,1,Angeldale,2301680,Women's Shoes,ZO0675906759,74.99,0.0,37.49,sold_product_554878_23024,0.0,2016-12-04 07:36:29,Boots - cognac,74.99,74.99,74.99,32494421,2019-05-28,3,Boots,cognac
64.99,0,1,Oceanavigations,37164441,Women's Shoes,ZO0241602416,64.99,0.0,33.14,sold_product_554147_14716,0.0,2016-12-03 18:56:10,Trainers - black,64.99,64.99,64.99,10100619,2019-05-28,2,Trainers,black
49.99,0,1,Gnomehouse mom,31737169,Women's Clothing,ZO0233802338,49.99,0.0,23.5,sold_product_554147_21955,0.0,2016-12-03 18:56:10,Summer dress - Pale Violet Red,49.99,49.99,49.99,12847066,2019-05-28,2,Summer dress,Pale Violet Red
64.99,0,1,Low Tide Media,39699587,Men's Shoes,ZO0391503915,64.99,0.0,31.2,sold_product_573502_21807,0.0,2016-12-18 01:59:31,Lace-ups - Midnight Blue,64.99,64.99,64.99,17839785,2019-05-27,3,Lace-ups,Midnight Blue
7.99,0,1,Low Tide Media,35489113,Men's Clothing,ZO0480604806,7.99,0.0,3.68,sold_product_554224_18077,0.0,2016-12-03 20:16:48,3 PACK - Socks - multicolored ,7.99,7.99,7.99,2800788,2019-05-27,2,3 PACK,Socks - multicolored 
59.99,0,1,Oceanavigations,3154076,Women's Clothing,ZO0271602716,59.99,0.0,29.4,sold_product_725062_24033,0.0,2016-12-02 20:36:58,Blazer - black,59.99,59.99,59.99,10566879,2019-05-27,2,Blazer,black
28.99,0,1,Pyramidustries,33077454,Women's Accessories,ZO0197901979,28.99,0.0,15.36,sold_product_725062_22443,0.0,2016-12-02 20:36:58,Rucksack - bordeaux,28.99,28.99,28.99,21952857,2019-05-27,2,Rucksack,bordeaux
59.99,0,1,Oceanavigations,33687387,Men's Clothing,ZO0291202912,59.99,0.0,30.59,sold_product_553507_16776,0.0,2016-12-03 07:40:48,Short coat - navy,59.99,59.99,59.99,42436148,2019-05-27,2,Short coat,navy
49.99,0,1,Low Tide Media,33511579,Men's Clothing,ZO0408004080,49.99,0.0,23.01,sold_product_553507_13600,0.0,2016-12-03 07:40:48,Suit trousers - grey,49.99,49.99,49.99,16167867,2019-05-27,2,Suit trousers,grey
32.99,0,1,Tigress Enterprises,44346511,Women's Clothing,ZO0047900479,32.99,0.0,16.5,sold_product_584491_24607,0.0,2016-12-26 05:55:41,Summer dress - black,32.99,32.99,32.99,23754187,2019-05-27,2,Summer dress,black
64.99,0,1,Oceanavigations,2772501,Men's Shoes,ZO0256602566,64.99,0.0,30.55,sold_product_550425_1049,0.0,2016-12-01 00:47:31,Boots - black,64.99,64.99,64.99,8098236,2019-05-27,3,Boots,black
20.99,0,1,Elitelligence,50678235,Men's Shoes,ZO0516305163,20.99,0.0,10.08,sold_product_550425_15074,0.0,2016-12-01 00:47:31,Trainers - navy,20.99,20.99,20.99,11459791,2019-05-27,2,Trainers,navy
114.99,0,1,Oceanavigations,4014582,Women's Shoes,ZO0243802438,114.99,0.0,60.94,sold_product_550472_18637,0.0,2016-12-01 01:37:55,Boots - cognac,114.99,114.99,114.99,32682055,2019-05-27,2,Boots,cognac
64.99,0,1,Angeldale,3042613,Women's Shoes,ZO0667606676,64.99,0.0,29.25,sold_product_550472_17882,0.0,2016-12-01 01:37:55,High heels - black,64.99,64.99,64.99,7719252,2019-05-27,2,High heels,black
24.99,0,1,Tigress Enterprises,48755817,Women's Shoes,ZO0018400184,24.99,0.0,11.5,sold_product_585222_12584,0.0,2016-12-26 19:14:53,Ankle boots - ice,24.99,24.99,24.99,17550335,2019-05-27,2,Ankle boots,ice
24.99,0,1,Tigress Enterprises,48755817,Women's Shoes,ZO0018400184,24.99,0.0,11.5,sold_product_585222_12584,0.0,2016-12-26 19:14:53,Ankle boots - ice,24.99,24.99,24.99,6432613,2019-06-18,2,Ankle boots,ice
32.99,0,1,Pyramidustries,49055718,Women's Shoes,ZO0137001370,32.99,0.0,16.17,sold_product_550519_11840,0.0,2016-12-01 02:29:46,Sandals - black,32.99,32.99,32.99,10614172,2019-05-27,2,Sandals,black
10.99,0,1,Spherecords,38425742,Women's Clothing,ZO0640006400,10.99,0.0,5.28,sold_product_559703_24552,0.0,2016-12-07 21:23:02,Long sleeved top - dark grey multicolor,10.99,10.99,10.99,4891192,2019-05-27,2,Long sleeved top,dark grey multicolor
10.99,0,1,Spherecords,38425742,Women's Clothing,ZO0640006400,10.99,0.0,5.28,sold_product_559703_24552,0.0,2016-12-07 21:23:02,Long sleeved top - dark grey multicolor,10.99,10.99,10.99,22040530,2019-06-17,2,Long sleeved top,dark grey multicolor
184.99,0,1,Primemaster,49619845,Women's Shoes,ZO0363003630,184.99,0.0,83.25,sold_product_730725_5421,0.0,2016-12-12 11:38:24,High heeled boots - brown,184.99,184.99,184.99,19197926,2019-05-27,2,High heeled boots,brown
11.99,0,1,Pyramidustries,47295642,Women's Clothing,ZO0168101681,11.99,0.0,6.23,sold_product_564876_21758,0.0,2016-12-11 16:27:50,Print T-shirt - black,11.99,11.99,11.99,20980115,2019-05-27,2,Print T-shirt,black
10.99,0,1,Pyramidustries,35224961,Women's Clothing,ZO0213102131,10.99,0.0,5.93,sold_product_727772_11624,0.0,2016-12-30 15:48:58,Nightie - grey,10.99,10.99,10.99,9017122,2019-05-27,3,Nightie,grey
28.99,0,1,Tigress Enterprises,5888134,Women's Accessories,ZO0095000950,28.99,0.0,13.92,sold_product_585412_17975,0.0,2016-12-26 22:48:00,Handbag - brown,28.99,28.99,28.99,9631172,2019-05-27,2,Handbag,brown
114.99,0,1,Primemaster,1069647,Women's Shoes,ZO0363603636,114.99,0.0,62.09,sold_product_585412_21278,0.0,2016-12-26 22:48:00,Boots - Midnight Blue,114.99,114.99,114.99,12500204,2019-05-27,2,Boots,Midnight Blue
41.99,0,1,Low Tide Media,6257690,Men's Shoes,ZO0390103901,41.99,0.0,22.67,sold_product_585260_17656,0.0,2016-12-26 19:55:12,Casual lace-ups - black,41.99,41.99,41.99,13797175,2019-05-27,3,Casual lace-ups,black
16.99,0,1,Oceanavigations,35662403,Women's Accessories,ZO0318203182,16.99,0.0,8.83,sold_product_585305_21286,0.0,2016-12-26 20:49:55,Belt - black,16.99,16.99,16.99,34428870,2019-05-27,2,Belt,black
41.99,0,1,Low Tide Media,42423091,Women's Shoes,ZO0372103721,41.99,0.0,21.41,sold_product_585305_20711,0.0,2016-12-26 20:49:55,High heeled sandals - light grey,41.99,41.99,41.99,25652033,2019-05-27,2,High heeled sandals,light grey
10.99,0,1,Spritechnologies,4051178,Men's Clothing,ZO0618106181,10.99,0.0,5.5,sold_product_562394_15124,0.0,2016-12-09 20:36:58,Print T-shirt - dark denim,10.99,10.99,10.99,21814828,2019-05-27,2,Print T-shirt,dark denim
24.99,0,1,Pyramidustries active,42656983,Women's Clothing,ZO0225902259,24.99,0.0,13.49,sold_product_570769_14040,0.0,2016-12-16 01:17:46,Tights - imperial blue/pale yellow,24.99,24.99,24.99,29470501,2019-05-27,2,Tights,imperial blue/pale yellow
16.99,0,1,Tigress Enterprises,33017980,Women's Accessories,ZO0092000920,16.99,0.0,7.99,sold_product_570588_23265,0.0,2016-12-15 21:46:05,Across body bag - cognac,16.99,16.99,16.99,28920760,2019-05-27,3,Across body bag,cognac
28.99,0,1,Pyramidustries,41782531,Women's Clothing,ZO0152001520,28.99,0.0,14.78,sold_product_559578_17088,0.0,2016-12-07 19:01:55,Jersey dress - dark red,28.99,28.99,28.99,3448579,2019-05-27,2,Jersey dress,dark red
64.99,0,1,Gnomehouse,46015113,Women's Clothing,ZO0351103511,64.99,0.0,32.49,sold_product_580306_14998,0.0,2016-12-23 05:28:19,Short coat - light beige,64.99,64.99,64.99,16465509,2019-05-27,2,Short coat,light beige
64.99,0,1,Gnomehouse,46015113,Women's Clothing,ZO0351103511,64.99,0.0,32.49,sold_product_580306_14998,0.0,2016-12-23 05:28:19,Short coat - light beige,64.99,64.99,64.99,39393146,2019-05-27,2,Short coat,light beige
64.99,0,1,Gnomehouse,46015113,Women's Clothing,ZO0351103511,64.99,0.0,32.49,sold_product_580306_14998,0.0,2016-12-23 05:28:19,Short coat - light beige,64.99,64.99,64.99,31119683,2019-05-28,2,Short coat,light beige
59.99,0,1,Low Tide Media,51277328,Women's Shoes,ZO0380703807,59.99,0.0,28.8,sold_product_580306_19764,0.0,2016-12-23 05:28:19,Boots - Dodger Blue,59.99,59.99,59.99,10193689,2019-05-27,2,Boots,Dodger Blue
24.99,0,1,Tigress Enterprises,46358751,Women's Shoes,ZO0018000180,24.99,0.0,13.49,sold_product_575807_17462,0.0,2016-12-19 20:29:46,Ankle boots - dark grey,24.99,24.99,24.99,27115433,2019-05-27,2,Ankle boots,dark grey
24.99,0,1,Tigress Enterprises,46358751,Women's Shoes,ZO0018000180,24.99,0.0,13.49,sold_product_575807_17462,0.0,2016-12-19 20:29:46,Ankle boots - dark grey,24.99,24.99,24.99,18599299,2019-05-29,2,Ankle boots,dark grey
